"Mid","MGenre","MName","PYear","Did","Views","Rid"
1933,"Classic Movies","The Stranger",1946,"9049",9656928,8902
9313,"Thrillers","Secret Obsession",2019,"9941",1867165,2897
4070,"Dramas","Short Term 12",2013,"9493",17552032,6988
2466,"Documentaries","Camarón: The Film",2018,"9664",6576681,5769
4880,"Action & Adventure","GODZILLA City on the Edge of Battle",2018,"5185",8184063,2424
6679,"Stand-Up Comedy","Aditi Mittal: Things They Wouldn't Let Me Say",2017,"9710",2629057,2323
4308,"Documentaries","Theater of Life",2016,"1504",2286351,9422
2541,"Action & Adventure","Mauli",2018,"1276",10439348,3595
2380,"Anime Features","Mary and the Witch's Flower",2018,"3459",14821970,2227
2009,"Dramas","Uncertain Glory",2017,"7006",11000945,5355
9541,"Documentaries","Tig",2015,"9473",4485060,2925
7267,"Dramas","Bogda",2018,"5456",11267472,9391
6657,"Comedies","Frankenstein’s Monster’s Monster, Frankenstein",2019,"5500",2725821,4766
7354,"Comedies","The Break-Up",2006,"8948",4200317,5023
9261,"Children & Family Movies","The Princess and the Frog",2009,"1534",6872642,9814
2787,"Thrillers","We Belong Together",2018,"9695",18565376,3250
8429,"Dramas","Love Shot",2018,"1559",14276790,5830
3835,"Comedies","A Glimpse Inside the Mind of Charles Swan III",2012,"6048",9924479,2310
9736,"Independent Movies","Enemy",2013,"3345",9405141,8880
3280,"Comedies","Esperando La Carroza",1985,"5082",16923565,7145
3827,"Documentaries","Froning: The Fittest Man in History",2016,"7578",6469639,4896
9603,"Dramas","Ginger & Rosa",2012,"8064",15352539,4703
6359,"Children & Family Movies","Going for Gold",2018,"5645",1396337,3124
8224,"Dramas","Locke",2013,"1644",8777113,9831
6937,"Documentaries","Lucha: Playing the Impossible",2016,"3510",1399124,6888
6640,"Comedies","Spring Breakers",2012,"6451",17556789,4565
8975,"Dramas","Tahaan",2008,"5215",13446940,8923
7440,"Dramas","Temporada de Caza",2017,"8233",11947428,6339
6909,"Dramas","The Adderall Diaries",2015,"8841",11309720,4619
3809,"Dramas","The Spectacular Now",2013,"8245",5159763,3330
4066,"Dramas","Under The Skin",2013,"8723",16625853,3131
8271,"Dramas","Amar",2017,"6459",9502584,2997
9641,"Action & Adventure","Singh Saab the Great",2013,"6096",17267954,9878
6464,"Dramas","Vitti Dandu",2014,"5820",7280373,2675
5599,"Comedies","Holidays",2016,"7545",7827600,9593
6029,"Comedies","Lusers",2015,"4870",4316722,6704
9979,"Dramas","Rebirth",2016,"3562",10494555,7150
6794,"Documentaries","Tony Robbins: I Am Not Your Guru",2016,"8306",6865656,3535
9428,"Action & Adventure","The Physician",2013,"9574",6929336,4503
2012,"Children & Family Movies","White Christmas",1954,"2657",17495295,2605
8076,"Dramas","Colonia",2015,"7182",12828542,8981
6738,"Movies","Buddy Thunderstruck: The Maybe Pile",2017,"5087",15487636,5221
2888,"Dramas","To the Bone",2017,"4059",19659668,9321
5768,"Action & Adventure","Gridlocked",2015,"5319",5487237,3485
9014,"Horror Movies","Creep",2014,"3842",12058699,9862
7843,"Dramas","Plaire, aimer et courir vite",2018,"2206",8140373,4538
8791,"Action & Adventure","How It Ends",2018,"4581",5855923,8613
2523,"Stand-Up Comedy","Jim Jefferies: This Is Me Now",2018,"7719",10790115,9147
2397,"Stand-Up Comedy","Kevin Hart: Let Me Explain",2013,"9486",9602165,4366
7931,"Horror Movies","Romina",2018,"7777",8686869,4177
5249,"Sci-Fi & Fantasy","The Signal",2014,"1522",19612898,5176
8624,"Stand-Up Comedy","D.L. Hughley: Clear",2014,"7704",12263957,6123
8029,"Documentaries","My Scientology Movie",2015,"2998",19426923,3299
3909,"Stand-Up Comedy","Tom Segura: Completely Normal",2014,"7704",1739548,5362
7804,"Comedies","4L",2019,"5693",5717745,3603
5372,"Dramas","Black & Privileged: Volume 1",2019,"6328",16099845,8649
9871,"Dramas","Cities of Last Things",2018,"5658",9470358,8199
7560,"Dramas","Kidnapping Stella",2019,"1771",12114402,4789
6387,"Action & Adventure","Point Blank",2019,"9956",6606427,7680
3419,"Comedies","Smart People",2008,"2768",1674000,9492
5578,"Dramas","Us and Them",2017,"8954",15900443,8867
5197,"Documentaries","The Battered Bastards of Baseball",2014,"8734",4527031,3369
3012,"Dramas","Sex Doll",2016,"3246",19097780,8069
4555,"Dramas","Summer of '92",2015,"8204",1474346,2238
8374,"Stand-Up Comedy","Chris Tucker Live",2015,"8362",6982890,8872
7736,"Classic Movies","Alice Doesn't Live Here Anymore",1974,"4704",16443093,2878
1640,"Dramas","Frozen River",2008,"6549",5633539,7740
9074,"Action & Adventure","Inkheart",2008,"2022",8398278,5823
5399,"Stand-Up Comedy","Katherine Ryan: Glitter Room",2019,"8692",14747362,7122
9297,"Action & Adventure","Kill the Irishman",2011,"7751",1236113,7082
5420,"Sci-Fi & Fantasy","Lady in the Water",2006,"2600",3273316,4914
3559,"Children & Family Movies","Little Monsters",1989,"6142",12238762,6131
7963,"Dramas","Mean Dreams",2016,"3606",8005939,3493
7502,"Classic Movies","Mean Streets",1973,"4704",17551815,9213
6978,"Action & Adventure","Next",2007,"5008",17948247,9915
9028,"Dramas","Nights in Rodanthe",2008,"7603",12413959,8723
3935,"Documentaries","NOVA: Black Hole Apocalypse",2018,"9037",7844734,9681
3936,"Documentaries","NOVA: Building Chernobyl's MegaTomb",2017,"3367",3719802,8732
4618,"Documentaries","NOVA: Chinese Chariot Revealed",2017,"8512",11171963,8418
7474,"Documentaries","NOVA: Day the Dinosaurs Died",2017,"2692",11699032,8146
6241,"Documentaries","NOVA: Death Dive to Saturn",2017,"4232",17553172,7370
4418,"Documentaries","NOVA: Decoding the Weather Machine",2018,"5344",1972873,3465
7828,"Documentaries","NOVA: Extreme Animal Weapons",2017,"9799",10565364,6751
3092,"Documentaries","NOVA: First Face of America",2018,"6349",15383929,8033
3931,"Documentaries","NOVA: Killer Hurricanes",2017,"2790",2055365,7874
7176,"Documentaries","NOVA: Killer Volcanoes",2017,"2790",7368425,3956
9339,"Documentaries","NOVA: Poisoned Water",2017,"2306",10799578,5694
2773,"Documentaries","NOVA: Prediction by the Numbers",2018,"1419",5445838,7982
6470,"Documentaries","NOVA: Secrets of the Shining Knight",2017,"5027",18252266,4898
5697,"Movies","Nova: Ultimate Mars Challenge",2012,"4122",16146156,2697
5339,"Action & Adventure","Paul Blart: Mall Cop",2009,"7114",6634026,7483
6153,"Classic Movies","Philadelphia",1993,"6050",16527590,2184
9400,"Children & Family Movies","Race to Witch Mountain",2009,"9604",14339750,5491
7821,"Classic Movies","Rain Man",1988,"3947",9406029,6970
7730,"Children & Family Movies","Room on the Broom",2012,"5732",10308794,2148
3608,"Horror Movies","Scream 3",2000,"3931",6715632,5851
5113,"Children & Family Movies","Shorts",2009,"3472",6893867,3410
3757,"Horror Movies","Soul to Keep",2019,"1106",2199483,6995
2763,"Action & Adventure","Starsky & Hutch",2004,"2514",9124811,7116
8352,"Comedies","Swiped",2018,"7561",13045080,6695
6159,"Action & Adventure","Swordfish",2001,"5350",8055737,6891
3985,"Classic Movies","Taxi Driver",1976,"4704",6875189,3488
4151,"Children & Family Movies","Tayo the Little Bus Movie: Mission Ace",2016,"2794",4020909,2005
4247,"Action & Adventure","The Book of Eli",2010,"7956",10000008,9244
1648,"Action & Adventure","The Brothers Grimm",2005,"9071",3983992,5660
3229,"Action & Adventure","The Forbidden Kingdom",2008,"9048",9292657,9612
4703,"Action & Adventure","The In-Laws",2003,"6903",2242424,5470
9203,"Children & Family Movies","The Pink Panther",2006,"9117",6640860,9229
5469,"Classic Movies","Who's That Knocking at My Door?",1967,"4704",3135761,6302
8747,"Action & Adventure","Angamaly Diaries",2017,"4566",14067168,6146
6580,"Comedies","Anthony Kaun Hai?",2006,"2896",15705325,6048
7810,"Stand-Up Comedy","Bo Burnham: what.",2013,"8899",5924090,6754
6692,"Comedies","Cappuccino",2017,"6196",18590344,4548
4364,"Dramas","Chalte Chalte",2003,"4255",5976253,8543
3406,"Comedies","Chicken Kokkachi",2017,"5010",14032132,8654
8811,"Dramas","Counterfeiting in Suburbia",2018,"6207",17318339,8256
9128,"Dramas","Daffedar",2017,"3088",13490877,9939
3264,"Comedies","Deewana Main Deewana",2013,"8927",6609349,5191
6436,"Documentaries","Dream Big: Engineering Our World",2017,"4598",18752169,7209
3149,"Dramas","Duck Butter",2018,"6149",1423056,4161
6018,"Dramas","Gemini",2018,"5558",12459935,8179
7150,"Children & Family Movies","I Am Kalam",2010,"4440",12918618,9442
7279,"Dramas","Kaviyude Osyath",2017,"5922",1638495,9797
1768,"Dramas","Loving Annabelle",2006,"6917",2156959,9034
5700,"International Movies","Ma Chu Ka",2017,"6076",19963594,9669
7720,"Comedies","Melvin Goes to Dinner",2003,"2235",3082401,3245
3436,"Dramas","My Birthday Song",2018,"1685",15870797,4859
9688,"Dramas","Namastey London",2007,"5208",1378947,9977
3663,"Dramas","Paathi",2017,"7782",2684002,6096
4447,"Dramas","Pareeth Pandaari",2017,"7299",1920891,6821
3994,"Dramas","Paulettante Veedu",2016,"4075",11057463,4081
5195,"Comedies","Paying Guests",2009,"4002",15246154,4155
9246,"Dramas","Sarvopari Palakkaran",2017,"7984",9372768,5089
2615,"Dramas","Secret",2007,"6890",3463030,5285
6513,"Comedies","Socha Na Tha",2005,"6353",14092945,6614
9112,"Horror Movies","Soul Robbers",2015,"9161",11917204,6547
4079,"Comedies","The Feels",2018,"5737",15191287,8232
3230,"Dramas","The Music of Silence",2017,"8288",18824086,4805
8920,"Dramas","Theeram",2017,"9040",16570166,6649
4185,"Dramas","Traitor",2008,"6920",3855830,3725
9849,"Comedies","Tum Milo Toh Sahi",2010,"2506",8786001,9329
6188,"Dramas","Viswasapoorvam Mansoor",2017,"5816",18846507,3902
6905,"Comedies","What a Wonderful Family!",2017,"3126",12190760,4854
2869,"Dramas","Zoo",2018,"3259",16868616,6263
5351,"Dramas","1 Chance 2 Dance",2014,"5122",15671979,8540
2476,"Comedies","10 jours en or",2012,"3581",6357059,3317
2926,"Children & Family Movies","A 2nd Chance",2011,"5645",10296478,3720
7613,"Children & Family Movies","Albion: The Enchanted Stallion",2016,"7335",19567209,5950
4492,"Dramas","Amrapali",1966,"4857",4510884,5456
9084,"Dramas","Black Snow",2017,"7461",10676322,2236
9635,"Children & Family Movies","Bruno and Boots: The Wizzle War",2017,"3625",1027857,9897
5675,"Stand-Up Comedy","Hans Teeuwen: Real Rancour",2018,"4326",16094743,9747
1537,"Horror Movies","Here Alone",2016,"8241",15635226,5630
8986,"Dramas","Ho Mann Jahaan",2015,"2970",19203177,5333
7120,"Classic Movies","Lal Patthar",1971,"9972",1987654,2360
4855,"Dramas","Liar's Dice",2013,"1312",11341185,5655
7797,"Action & Adventure","Players",2012,"9043",19584661,3442
3066,"Comedies","Professor",1962,"4857",19908624,7789
4420,"International Movies","The Invisible Guest",2016,"3395",5134833,7172
5932,"Dramas","Tik Tok",2016,"7444",9713729,8469
3467,"Action & Adventure","Waar",2013,"5120",4648633,4027
1669,"Comedies","Wrong No.",2015,"6284",7197893,8578
7551,"Dramas","Yaar Gaddar",1994,"2405",4891322,9314
3804,"Children & Family Movies","Zipi & Zape y la Isla del Capitan",2016,"7392",11630632,3231
9520,"Stand-Up Comedy","Jim Jefferies: Freedumb",2016,"1650",2484425,6411
8879,"Dramas","King Jack",2015,"1777",8096852,4087
1833,"Dramas","Road to Yesterday",2015,"8985",18274638,8638
2533,"Documentaries","Stealing History",2006,"7122",4336159,4445
3155,"International Movies","Suicide (Hitabdut)",2014,"1181",12317225,8598
6681,"Dramas","X: Past Is Present",2015,"3255",14530445,9275
2923,"Dramas","You Carry Me",2015,"8997",15322996,4823
7116,"Action & Adventure","Bulletproof 2",2020,"3267",4954791,5561
9283,"Action & Adventure","GODZILLA The Planet Eater",2018,"5185",19558579,3048
8256,"Comedies","Next Enti?",2018,"2830",6718183,5567
4530,"Action & Adventure","Solo: A Star Wars Story",2018,"4539",9070632,4593
3760,"Action & Adventure","Solo: A Star Wars Story (Spanish Version)",2018,"4539",18478786,5483
4296,"Horror Movies","The Monster",2016,"2109",18378435,7775
9768,"Documentaries","Alien Contact: Outer Space",2017,"9236",17779508,3122
5288,"Horror Movies","The House Next Door",2017,"3236",12501115,9910
2594,"Documentaries","Kurt & Courtney",1998,"4865",3465285,4484
9303,"Horror Movies","The Conjuring",2013,"8735",10214724,6300
7731,"Stand-Up Comedy","Tom Segura: Mostly Stories",2016,"7887",14903469,6223
8717,"Dramas","A Ghost Story",2017,"6165",15261486,7170
5933,"Comedies","Live Twice, Love Once",2020,"9573",13362917,5429
2390,"Action & Adventure","The Tourist",2010,"7396",11135641,7343
4551,"Dramas","Komola Rocket",2018,"6280",7747240,9095
6873,"Comedies","Pahuna",2018,"2995",11817809,4223
3928,"Documentaries","Miss Sharon Jones!",2015,"9185",2045475,2746
7678,"Horror Movies","Under the Shadow",2016,"4226",8878005,8565
4988,"Documentaries","House of Z",2016,"8113",11354425,2972
6680,"Children & Family Movies","Coin Heist",2017,"9234",13733381,8877
3180,"Children & Family Movies","LEGO: Marvel Super Heroes: Maximum Overload",2013,"8146",7851447,3739
8843,"Dramas","Rustom",2016,"8516",14202860,3695
5833,"Dramas","3 Heroines",2016,"5957",3853960,7990
2814,"Action & Adventure","5 Cowok Jagoan",2017,"6680",14132123,4482
3524,"Dramas","Chaotic Love Poems",2016,"1710",10421767,9587
2212,"Comedies","Love You... Love You Not",2015,"2940",18164179,8817
4919,"Horror Movies","Mara",2017,"8687",13888124,9243
9916,"Horror Movies","Nang Nak",1999,"2218",9354478,5961
1521,"Dramas","Soekarno",2013,"6352",11090353,6092
3176,"Horror Movies","Before I Wake",2016,"2879",15705438,2936
6005,"Comedies","Don Quixote: The Ingenious Gentleman of La Mancha",2015,"5874",7931435,5885
9395,"Comedies","Back and Forth",2016,"8904",8676101,2837
9421,"Comedies","Kraftidioten",2014,"3449",3382487,7391
7059,"Action & Adventure","Rampage: President Down",2016,"7773",10064139,4209
3507,"Dramas","And Breathe Normally",2018,"1178",7298497,7084
9514,"Dramas","El Potro: Unstoppable",2018,"4100",12959252,8030
6990,"Comedies","Lionheart",2018,"8286",10830825,2390
9771,"Children & Family Movies","Marvel's Hulk: Where Monsters Dwell",2016,"3818",7668249,7073
9953,"Dramas","Agatha and the Truth of Murder",2018,"1471",3931593,7045
4719,"Comedies","Hantu Kak Limah",2018,"7106",19322803,8279
8955,"Comedies","Love Off the Cuff",2017,"3231",2458734,2314
9216,"Comedies","The Hundred-Foot Journey",2014,"5998",10420251,7998
8894,"Documentaries","Expedition Happiness",2017,"1382",12047646,6557
3330,"Stand-Up Comedy","Bill Burr: Walk Your Way Out",2017,"7887",16780848,7831
7427,"Dramas","Semana Santa",2015,"9830",11660318,9795
9322,"Dramas","Maharaja: The Story of Ranjit Singh",2010,"9576",18637391,3150
3067,"Dramas","Sat Sri Akal",2008,"9394",17521633,5643
3647,"Comedies","Swiss Army Man",2016,"1486",13340903,4684
3196,"Children & Family Movies","The Incredibles 2",2018,"4461",4202468,5426
5624,"Comedies","The Longshots",2008,"5578",13863060,5921
6761,"Dramas","Virsa",2010,"4197",3506218,3449
9406,"Stand-Up Comedy","Jerry Seinfeld: I'm Telling You for the Last Time",1998,"4802",17830126,4287
9394,"Children & Family Movies","Monster High: Freaky Fusion",2014,"5796",9352117,8782
3737,"Comedies","All the Freckles in the World",2020,"9070",18701667,9354
4945,"International Movies","Deewangee",2002,"5906",15370119,4316
7062,"Classic Movies","Ferris Bueller's Day Off",1986,"9584",19498978,5517
4672,"Action & Adventure","Occupation",2018,"8494",16849621,9800
9598,"Documentaries","Pope Francis: A Man of His Word",2018,"1672",11296881,3589
3798,"Stand-Up Comedy","Jen Kirkman: Just Keep Livin’?",2017,"3067",14330609,6669
8602,"Action & Adventure","Ant-Man and the Wasp",2018,"8948",1834005,5158
7611,"Dramas","Bhasmasur",2017,"4906",11099624,9753
8921,"Stand-Up Comedy","Gabriel ""Fluffy"" Iglesias: One Show Fits All",2019,"1823",7163612,3116
8982,"Dramas","High Society",2018,"8039",16696220,8236
8865,"Dramas","Up Among  The Stars",2018,"5848",15467602,7569
3790,"Comedies","Holy Camp!",2017,"8921",2061359,5733
2240,"Comedies","Journey to Greenland",2016,"3433",6300007,4768
4484,"Documentaries","Alt-Right: Age of Rage",2018,"4068",2254449,6886
5970,"Dramas","Habibie & Ainun",2012,"7629",12693157,3531
6465,"Dramas","Nathicharami",2018,"5227",13192105,3061
2245,"Dramas","Rudy Habibie",2016,"6352",1748290,7785
9381,"Dramas","Surga Yang Tak Dirindukan",2015,"2107",1780434,8048
5163,"Dramas","Surga Yang Tak Dirindukan 2",2017,"6352",11329739,5410
3557,"International Movies","IBOY",2017,"4208",13884048,3238
4930,"Documentaries","Biggie & Tupac",2002,"4865",14301999,7952
8543,"Dramas","Goyo: The Boy General",2018,"7188",17361711,9854
2950,"Comedies","A Futile and Stupid Gesture",2018,"9174",3080806,5140
9255,"Stand-Up Comedy","Fakkah Fuzz: Almost Banned",2018,"1850",3337183,7094
5848,"Children & Family Movies","Mune: Guardian of the Moon",2014,"3812",4805223,5496
4668,"Stand-Up Comedy","Sebastián Marcelo Wainraich",2018,"5041",1704982,7685
6745,"Horror Movies","Animas",2018,"5222",9931298,7821
7020,"Comedies","Mi Obra Maestra",2018,"5903",17377416,5012
4960,"Action & Adventure","Acts of Vengeance",2017,"4595",7119948,7945
2215,"Dramas","O Silêncio do Céu",2016,"2864",16235301,5273
8654,"Children & Family Movies","Hotel Transylvania 3: Summer Vacation",2018,"3366",3782568,7039
5225,"Dramas","Just Love",2018,"5887",9654586,5438
9726,"Comedies","Blockbuster",2017,"2185",17091325,2261
6651,"Stand-Up Comedy","Ricardo Quevedo: Hay gente así",2018,"5041",1207942,3552
6991,"Comedies","The Good Catholic",2017,"8581",1912302,3605
6849,"Stand-Up Comedy","Cristela Alonzo: Lower Classy",2017,"9311",9604947,2171
9105,"Documentaries","Mitt",2014,"6608",15393980,4626
8225,"Children & Family Movies","Planet 51",2009,"1797",8198748,8195
2901,"Action & Adventure","Iceman",2014,"2629",6478608,2995
3288,"Comedies","My Entire High School Sinking Into the Sea",2016,"6881",13947199,2011
9536,"Stand-Up Comedy","Todd Glass: Act Happy",2018,"6462",13172129,4422
6809,"Stand-Up Comedy","Gad Gone Wild",2017,"3537",19280700,5041
8787,"Comedies","Where's the Money",2017,"7719",15194231,4852
3598,"Stand-Up Comedy","Ricardo O'Farrill Abrazo Genial",2016,"5041",5436392,8697
8183,"Comedies","Caida del Cielo",2016,"8917",11227438,8551
9092,"Dramas","Pink",2016,"4485",1521391,3433
7300,"Comedies","Take the 10",2017,"1341",13572409,3486
6695,"Dramas","Half Girlfriend",2017,"6785",18542492,8573
9607,"Action & Adventure","Monty Python and the Holy Grail",1975,"9071",4475320,7570
1975,"Comedies","Mustang Island",2017,"9692",12972411,5417
7604,"Documentaries","Auschwitz: Blueprints of Genocide",1994,"3339",1149874,2953
8569,"Stand-Up Comedy","Harith Iskander: I Told You So",2018,"1850",8542811,3712
8229,"Comedies","Step Sisters",2018,"4251",18578233,3622
2503,"Horror Movies","The Open House",2018,"5256",2269038,3896
3900,"Comedies","Good Kids",2016,"2225",11661782,5439
8562,"Dramas","The Bling Ring",2013,"4111",13143136,2296
1698,"Dramas","IO",2019,"9107",5621934,2097
2388,"Documentaries","Old Lord Savanna",2018,"5059",1464061,7786
7263,"Documentaries","Patria",2019,"4067",18435802,5416
6179,"Dramas","Soni",2018,"1198",10441100,8458
3493,"Independent Movies","Bad Day for the Cut",2017,"1500",2437837,3987
9252,"Documentaries","Enlighten Us",2016,"9577",6420187,8728
8469,"Dramas","A Fall from Grace",2020,"9159",10911458,7782
3510,"Stand-Up Comedy","Arango y Sanint: Ríase el show",2018,"5041",12491577,8787
5465,"Stand-Up Comedy","Neal Brennan: 3 Mics",2017,"4272",3167401,7989
6222,"Action & Adventure","Roger Corman's Death Race 2050",2017,"7823",8174180,6324
1725,"Documentaries","The Square",2013,"9617",13653837,5792
4683,"Horror Movies","Deadcon",2019,"1654",1956607,9480
1596,"Comedies","Get Him to the Greek",2010,"6525",18173565,7566
6351,"Children & Family Movies","Hop",2011,"6594",9290544,9218
1947,"Dramas","Jezebel",2019,"8656",17476503,6205
3481,"Dramas","Legend",2015,"9305",2806846,7494
8925,"Action & Adventure","NiNoKuni",2019,"3036",2407055,9816
2341,"Dramas","Steve Jobs",2015,"5077",11760201,4609
3862,"Action & Adventure","Skyline",2010,"6153",793138,4130
3078,"Comedies","A Serious Man",2009,"1231",17641410,7322
6567,"Dramas","Dallas Buyers Club",2013,"5747",9830866,9832
2577,"Dramas","Flash of Genius",2008,"5949",6991241,7922
5981,"Horror Movies","The Rezort",2016,"2448",8539990,2447
5856,"Children & Family Movies","Big Fat Liar",2002,"9117",17939055,4074
5570,"Dramas","Bulbul Can Sing",2018,"1034",10985438,2561
7131,"Dramas","Eye For An Eye",2019,"5801",15095795,8903
2162,"International Movies","MindGamers",2017,"2166",6517013,7592
4738,"Dramas","Saving Zoë",2019,"9938",2471662,3466
6599,"Action & Adventure","The Brave",2019,"4034",18422960,8013
8862,"Action & Adventure","Where the Money Is",2000,"8380",10905732,7213
2564,"Dramas","Abdullah, The Final Witness",2016,"6517",8564446,2159
5300,"Comedies","Chupan Chupai",2017,"4431",5153898,7152
9750,"Independent Movies","Deadly Switch",2019,"7873",16762584,5878
8088,"International Movies","Echcharikkai",2018,"9702",15154134,3097
4283,"Thrillers","Only Mine",2018,"9545",16145530,8494
3541,"Action & Adventure","Pandigai",2017,"7632",14469105,8834
8574,"Horror Movies","Pari",2018,"3831",15660433,9396
1878,"Action & Adventure","Revenger",2018,"6675",9093599,5723
7865,"Stand-Up Comedy","Sebastian Maniscalco: Stay Hungry",2019,"9414",2743010,6612
2796,"Horror Movies","The Doll",2016,"9530",4297130,5318
3294,"Horror Movies","The Doll 2",2017,"9530",15885520,3428
4029,"Dramas","A Boy Called Po",2016,"2997",9130051,5540
6653,"Action & Adventure","Alibaba Aur 40 Chor",1980,"3308",18859617,2410
5532,"Dramas","Face 2 Face",2017,"9685",6973055,6527
8770,"Documentaries","Manolo: The Boy Who Made Shoes for Lizards",2017,"7375",5706687,2886
6925,"Action & Adventure","Operation Chromite",2016,"5233",7983744,3298
4173,"International Movies","Phir Se",2015,"6827",6885506,3109
5421,"Dramas","Pyar Ke Do Pal",1986,"6637",11216624,3044
3867,"Children & Family Movies","Rip Tide",2017,"1161",13521699,4563
2023,"Action & Adventure","Thong Dee Fun Khao",2017,"6830",1616002,4434
6257,"Documentaries","Unrest",2017,"4099",12231165,4530
8325,"Dramas","Urvi",2017,"2204",14770672,5763
4653,"Dramas","Berlin Calling",2008,"6697",10726128,5844
2732,"Documentaries","Harry and Snowman",2015,"7606",6646906,7941
5536,"Dramas","Max Rose",2013,"2742",17243358,6981
7733,"Dramas","Sarajevo",2014,"1629",11018539,9324
6576,"International Movies","Stereo",2014,"2751",965944,2073
6529,"Dramas","Teenage Cocktail",2016,"9338",17555904,8524
3300,"Horror Movies","The Similars",2015,"3427",10928954,6174
6263,"Dramas","We Are Young. We Are Strong.",2014,"2570",6517348,9653
5665,"Action & Adventure","Ip Man",2008,"7064",15547685,2295
4337,"Action & Adventure","Ip Man 2",2010,"7064",8634137,5767
9143,"Stand-Up Comedy","Leslie Jones: Time Machine",2020,"4555",14420206,3201
1662,"Dramas","The Master",2012,"5338",15905602,5979
3944,"Action & Adventure","Women of Mafia 2",2019,"1962",8802273,9716
6581,"Dramas","Camp X-Ray",2014,"3106",18788148,9313
2525,"Dramas","Estar o no estar",2016,"6562",18558766,7974
3876,"Comedies","Little Sister",2016,"2990",13367771,2348
2471,"Dramas","The River Thief",2016,"1061",11230546,7890
5042,"Dramas","The Last Face",2016,"5345",4386356,2438
5108,"Horror Movies","13 Sins",2014,"6703",3456455,7192
8443,"Dramas","Baazaar",2018,"2782",4190339,6113
8655,"Dramas","The Fighter",2010,"7696",8353759,3342
6072,"Dramas","Aquarius",2016,"5468",16220207,4109
4664,"Horror Movies","Clinical",2017,"3692",5656432,6539
6544,"Documentaries","Betty White: First Lady of Television",2018,"5421",1909568,4862
3823,"Comedies","Made in China",2019,"9815",7023380,9969
3076,"Dramas","Becoming Jane",2007,"6539",6397345,9220
5145,"Horror Movies","He's Out There",2018,"3619",17187304,6127
9238,"Dramas","Milada",2017,"4089",2825601,6628
3144,"Documentaries","The Man Who Would Be Polka King",2009,"5854",6626932,4359
5074,"Comedies","The Polka King",2018,"3121",3003047,3501
2743,"Stand-Up Comedy","Tom Segura: Disgraceful",2018,"7887",9733896,2320
8278,"Dramas","Little Men",2016,"3639",3706856,2429
1876,"Comedies","Very Big Shot",2015,"5397",4943127,9402
1787,"Children & Family Movies","Zoom",2006,"2984",9327902,3226
3272,"Comedies","All of You",2017,"8887",11327717,9334
3344,"Dramas","Solo",2018,"8478",17246890,9838
1897,"Comedies","The Last Laugh",2019,"6455",16243604,7547
9563,"Dramas","Dayveon",2017,"4201",7079062,5008
1545,"Action & Adventure","Monsters: Dark Continent",2014,"2619",14779844,2127
7416,"Action & Adventure","Set Up",2011,"8814",8235675,9999
8935,"Action & Adventure","Sniper: Special Ops",2016,"3148",867599,7171
2225,"Classic Movies","The Evil Dead",1981,"4604",7956270,3307
4224,"Horror Movies","In The Deep",2017,"1498",10421668,8237
7159,"Documentaries","On Yoga The Architecture of Peace",2017,"8383",3232750,8628
4391,"Stand-Up Comedy","Jim Gaffigan: Cinco",2017,"4005",2272186,8511
9825,"Dramas","21",2008,"8091",18835747,4707
8609,"Children & Family Movies","A Cinderella Story",2004,"9273",2528591,8561
2522,"Children & Family Movies","Alpha and Omega: The Legend of the Saw Tooth Cave",2014,"8060",18407702,4091
8342,"Dramas","American Beauty",1999,"1407",1069985,2549
7902,"Children & Family Movies","Arthur Christmas",2011,"2886",2432028,7147
1659,"Dramas","Aruna & Her Palate",2018,"2284",19263127,6533
5453,"Comedies","As Good as It Gets",1997,"2154",16890594,4847
8035,"Comedies","Bad Grandpa .5",2014,"8658",18047263,9379
2231,"Comedies","Breaking the Bank",2014,"5828",1096282,9538
7318,"Dramas","Catch Me If You Can",2002,"1656",12575483,7018
5976,"Dramas","Center Stage",2000,"7061",5216983,5060
1863,"Children & Family Movies","Charlie and the Chocolate Factory",2005,"5172",6086736,9691
8892,"Comedies","Chasing Amy",1997,"7992",4125665,4688
6367,"Children & Family Movies","Chitty Chitty Bang Bang",1968,"4325",15888476,3275
2905,"Independent Movies","Chloe",2009,"1678",8717028,3019
4343,"Dramas","City of God",2002,"2483",11186109,8441
1782,"Comedies","Click",2006,"8431",8966602,6631
6293,"Action & Adventure","Cloverfield",2008,"6922",10955886,7527
9379,"Dramas","Coach Carter",2005,"7894",10045101,8297
2774,"Comedies","Dinner for Schmucks",2010,"1395",5276239,9722
9305,"Dramas","Donnie Brasco",1997,"8617",8416540,7576
1832,"Action & Adventure","Dragonheart",1996,"3657",12932067,6430
5316,"Action & Adventure","Dragonheart 3: The Sorcerer",2015,"1175",16795643,8301
8300,"Action & Adventure","Dragonheart: A New Beginning",2000,"3040",3263789,4231
2098,"Horror Movies","Event Horizon",1997,"4328",1607901,6337
6566,"Comedies","Fall Girls",2019,"9695",3041925,6345
9226,"Cult Movies","Final Destination",2000,"7045",2660827,3951
4494,"Horror Movies","Final Destination 2",2003,"2389",9979904,2956
6191,"Horror Movies","Final Destination 3",2006,"7045",5379505,4317
1891,"Children & Family Movies","Free Willy",1993,"6066",19409132,4058
5787,"Horror Movies","Friday the 13th",2009,"2137",4764299,9445
7832,"Children & Family Movies","Garfield Gets Real",2007,"2774",5258835,9990
